Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification
CN115543224,A,"File system control method, device and device based on zns ssd","Suzhou Inspur Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/YazrTs8mqHww4tJVfays3g%3D%3D,G06F00306000,G06F0003060400,711004000
CN111722797,A,"Data management method facing ssd and ha-smr mixed storage system, storage medium and device","Xi'an Jiaotong University",https://patentscout.innography.com/share/qjOKwvi94kHgPq0USKVAnQ%3D%3D,G06F00306000,G06F0003060400,711004000
CN117311647,A,"Realizing method based on zns solid hard disk raid","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/tTCe2YZWml90vr7kV6e-Dg%3D%3D,G06F00306000,G06F0003060700,711004000
US11847337,B2,"Data parking for zns devices","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/gTZcMpCFGgvIUKJ8iUPtFQ%3D%3D,G06F00306000,G06F0003065200,711004000
CN111694515,A,"A zone write distribution method and system based on zns solid hard disk","Suzhou Inspur Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/M1J78Pr3vok8HFlSnAM5iw%3D%3D,G06F00306000,G06F0003061000,711004000
US20230103355,A1,"Support higher number of active zones in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/q3hgeL3l_NF_2j09rsiaRA%3D%3D,G06F00306000,G06F0003063100,711004000
US20150009158,A1,"Active solid-state touch display","Hon Hai Precision Industry Co., Ltd.",https://patentscout.innography.com/share/UrZg1mcKXPmxAdL6gJcV6A%3D%3D,G06F00304100,G06F0003041200,345173000
US20250068560,A1,"Method and device for configuring zones of zns ssd","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/FMYY1oWXa2beynnbIjlIgg%3D%3D,G06F01202000,G06F0003061000,345543000
US20210200448,A1,"Method and device for determining strategy for data placement within ssd","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/B97yEppc7lVURsIIqMQCnw%3D%3D,G06N02000000,G06F0003061000,711004000
US11397529,B2,"Method and device for determining strategy for data placement within ssd","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/rVdH9ErLa8QTFKuk-6fLZg%3D%3D,G06F00306000,G06F0003061000,711004000
CN117055816,A,"Method and device for configuring zns ssd area","Samsung (china) Semiconductor Co., Ltd.; Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/ryGzSqXKnqd6Si4Ld2sl1w%3D%3D,G06F00306000,G06F0003061000,711004000
KR20210082345,A,"Method and device for determining strategy for data placement within ssd","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/91eyeflWM6v0ELv8ifK5MQ%3D%3D,G06F01202000,G06F0003061000,345543000
CN115328398,A,"I/o scheduling method for ensuring zns-ssd access fairness","Chongqing University Of Posts And Telecommunications",https://patentscout.innography.com/share/gTrGpwmW8ZuHlgeO7drD9g%3D%3D,G06F00306000,G06F0003061100,711004000
CN106527987,B,"A without a dram ssd main control reliability lifting system and method","Hunan Goke Microelectronics Co., Ltd.",https://patentscout.innography.com/share/W802JeBF9vUBeiCXEEZC2g%3D%3D,G06F00306000,G06F0003061400,711004000
US11194489,B2,"Zone-based device with control level selected by the host","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/J5oxIqQ1BiNJYqNvvY3nCg%3D%3D,G06F00306000,G06F0003063200,711004000
US12118231,B2,"Systems and methods for nvme over fabric (nvme-of) namespace-based zoning","Dell Products L.p.",https://patentscout.innography.com/share/4iNMcq81VCk2CpXbVbch1A%3D%3D,G06F00300000,G06F0003065500,708134000
CN119045753,B,"Universal middleware system built based on zns ssd and related method","University Of Science And Technology Of China",https://patentscout.innography.com/share/pgiyViw5bFpak7RRbOBfBQ%3D%3D,G06F00306000,G06F0003060700,711004000
CN113821175,A,"Ssd instruction scheduling method and system based on storage content priority","Shandong Huaxin Semiconductor Co., Ltd.",https://patentscout.innography.com/share/VZWnBgYeBfwEK_2JATguaQ%3D%3D,G06F00306000,G06F0003061000,711004000
CN119473142,A,"Zns ssd garbage recycling sensing method based on mlp","Qinghai Normal University",https://patentscout.innography.com/share/plTTM-iLcDLZzzN3XwEUBA%3D%3D,G06F00306000,G06F0003065200,711004000
CN107015764,B,"Data processing method of nand flash, device and a nand flash","Shenzhen Longsys Electronics Co., Ltd.",https://patentscout.innography.com/share/LyyQevQS1t6ZyewwKEGxdA%3D%3D,G06F00306000,G06F0003061100,711004000
CN116991322,A,"Monitoring video storage management method and system based on zns","Wuhan Huidisen Information Technology Co., Ltd.",https://patentscout.innography.com/share/CZjbPd_7ffW9tU3b6dA9Pg%3D%3D,G06F00306000,G06F0003064400,711004000
CN119415018,A,"Raid4 data layout method based on zns ssd","Qinghai Normal University",https://patentscout.innography.com/share/VCyhbMfPEOTvlh4nD86GMQ%3D%3D,G06F00306000,G06F0003068900,711004000
CN119415018,B,"Raid4 data layout method based on zns ssd","Qinghai Normal University",https://patentscout.innography.com/share/QUj6YHUKPfz3oLWS1SlqdA%3D%3D,G06F00306000,G06F0003068900,711004000
US20230075329,A1,"Super block allocation across super device in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/bdYF6xdXpjkvr2wxaVBl2w%3D%3D,G06F00306000,G06F0003060800,711004000
KR20240017956,A,"Super block allocation across super devices within zns ssd","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/jdCucZVJyFNF1ru2_04lwg%3D%3D,G06F00306000,G06F0003060800,711004000
CN105573681,A,"A ssd disk raid constructing method and system","Hunan Goke Microelectronics Co., Ltd.",https://patentscout.innography.com/share/j_D8hbSeX-v17ijPTrIYYA%3D%3D,G06F00306000,G06F0003060700,711004000
CN109416663,A,"Method for minimizing debris storage system and the ssd device in","Netapp Inc.",https://patentscout.innography.com/share/56uNspqAxL-Mh1A4SojrYw%3D%3D,G06F01202000,G06F0003060800,345543000
CN109416663,B,"Method for minimizing fragmentation in ssd in storage system and device thereof","Netapp, Inc.",https://patentscout.innography.com/share/O6fwnzOW889yCKnyMr9Z7A%3D%3D,G06F01202000,G06F0003060800,345543000
CN116301573,A,"Storage method based on ssd label disk and zns disk and related device","Silicongo Microelectronics Co., Ltd.",https://patentscout.innography.com/share/IxcZSxoXYTKAApGW65KWEA%3D%3D,G06F00306000,G06F0003060800,711004000
CN115543224,B,"File system control method, device and device based on zns ssd","Suzhou Inspur Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/6ZaW3FcTvu2LpDSwIbkaSw%3D%3D,G06F00306000,G06F0003060400,711004000
US11435914,B2,"Dynamic zns open zone active limit","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/QVBprz0-Ou1m_FwReqMsTA%3D%3D,G06F01107000,G06F0003063200,713340000
US9459802,B1,"Hybrid-hdd that limits dirty data in nand","Kabushiki Kaisha Toshiba",https://patentscout.innography.com/share/vXZyeYQQAnA0K5KxluNE6w%3D%3D,G06F01202000,G06F0003061900,345543000
US20160291888,A1,"Hybrid-hdd that limits dirty data in nand","Kabushiki Kaisha Toshiba",https://patentscout.innography.com/share/7G-IuiKkoj9ntuUPfK-dwA%3D%3D,G06F00306000,G06F0003061900,711004000
CN111722797,B,"Data management method facing ssd and ha-smr hybrid storage system, storage medium and device","Xi'an Jiaotong University",https://patentscout.innography.com/share/GzRLt9AfVyP814FaOZoVUQ%3D%3D,G06F00306000,G06F0003060400,711004000
US20230076985,A1,"Controlled imbalance in super block allocation in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/HLWrOPo5pg1O2uE-3kX0kA%3D%3D,G06F00306000,G06F0003068800,711004000
US11640254,B2,"Controlled imbalance in super block allocation in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/aEbWWf20EMMa7-Jb2zLFtA%3D%3D,G06F00306000,G06F0003068800,711004000
US20220391115,A1,"Dissimilar write prioritization in zns devices","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/47sfyK_Rg5CB61Sq_KmnOw%3D%3D,G06F00306000,G06F0003063500,711004000
CN107015763,A,"In a hybrid storage system ssd management method and device","Beijing Leadstor Technology Co., Ltd.",https://patentscout.innography.com/share/LkSYV7xFy8hiIJGRb2B0eg%3D%3D,G06F00306000,G06F0003061000,711004000
CN117311647,B,"Realizing method based on zns solid hard disk raid","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/h0Ikgfd8PyCJi8JrTgzZ3A%3D%3D,G06F00306000,G06F0003060700,711004000
US20150277764,A1,"Multi-mode nand-caching policy for hybrid-hdd","Kabushiki Kaisha Toshiba",https://patentscout.innography.com/share/IfCMIcP8UkrcKWkBvuBDHA%3D%3D,G06F00306000,G06F0003063400,711004000
US20240220155,A1,"Solution for super device imbalance in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/WNvLih0Uh9XFAfn03ZpVNA%3D%3D,G06F00306000,G06F0003065500,711004000
US20230061979,A1,"Solution for super device imbalance in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/iniH5qgw_H0Mn7JQqF2CVg%3D%3D,G06F00306000,G06F0003065500,711004000
US20230062285,A1,"Purposeful super device imbalance for zns ssd efficiency","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/SV3Q9BcEt9uC5tvQW_texQ%3D%3D,G06F00306000,G06F0003065500,711004000
US11966618,B2,"Purposeful super device imbalance for zns ssd efficiency","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/0LhQ5nHsyE-NurHNXgqJcw%3D%3D,G06F00300000,G06F0003065500,708134000
CN111373381,A,"The main machine in the managed nand device acceleration operation","Micron Technology Inc.",https://patentscout.innography.com/share/GNvdReXq5xSiXYrXy3ZbqA%3D%3D,G06F01202000,G06F0003065900,345543000
US20220391089,A1,"Dissimilar write prioritization in zns devices","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/huB693G7IPo9hng7nwxyZQ%3D%3D,G06F00306000,G06F0003060800,711004000
KR20230142795,A,"Different write prioritization on zns devices","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/Xwi-xJViyVxrpqYN9H6JEg%3D%3D,G06F00306000,G06F0003060800,711004000
CN117616377,A,"Superblock allocation across superdevices in zns ssd","Western Digital Technologies Inc.",https://patentscout.innography.com/share/HTEHwxLLcoQa_8Lmit15sQ%3D%3D,G06F00306000,G06F0003060800,711004000
CN117043753,A,"Different write priorities in zns devices","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/JNhGih7FKsNuikbPWA8pyw%3D%3D,G06F01202000,G06F0003060800,345543000
US11960753,B2,"Solution for super device imbalance in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/mgfc38xEircr9z8Da-KcwQ%3D%3D,G06F00300000,G06F0003065500,708134000
CN117149081,A,"Method for constructing time sequence database storage engine based on zns solid hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/CXfC-cqmQIRZmSNPiSo7zw%3D%3D,G06F00306000,G06F0003061000,711004000
CN117149081,B,"Method for constructing time sequence database storage engine based on zns solid hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/Tgl82SyMYl3VijIt8Pbt3g%3D%3D,G06F00306000,G06F0003061000,711004000
US20230168826,A1,"Full die recovery in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/K_waAh_CRn_zQj7oX5eGrw%3D%3D,G06F00306000,G06F0003064000,711004000
US11687263,B2,"Full die recovery in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/A_Xwl7n2LnqQ6EHzF9_ALA%3D%3D,G06F00306000,G06F0003064000,711004000
US11853565,B2,"Support higher number of active zones in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/zmh9mDh9_SkDLdKQF2yWvQ%3D%3D,G06F00306000,G06F0003063100,711004000
US20240094903,A1,"Hybrid logical to physical mapping for zns based ssds","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/OaDrw89MrTRw9iJUCpwmxQ%3D%3D,G06F00306000,G06F0003067900,711004000
US20210373802,A1,"Data integrity protection of zns needs","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/Jo9S9zZeZ2s82NDCVI1PCw%3D%3D,G06F00306000,G06F0003068000,711004000
CN114730289,A,"Data integrity protection required by zns","Western Digital Technologies Inc.",https://patentscout.innography.com/share/vUeHsUtEhbSfQ1PKz-icyw%3D%3D,G06F01202000,G06F0003068000,345543000
US11520523,B2,"Data integrity protection of zns needs","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/0Tqn8vaE3fF0gCt2uRf9AQ%3D%3D,G06F01200000,G06F0003068000,710244000
US20220342584,A1,"Data parking for zns devices","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/qFRvW_N13tEas5Aq1-L09g%3D%3D,G06F00306000,G06F0003065200,711004000
CN114730604,A,"Dynamic zns open partition activity restriction","Western Digital Technologies Inc.",https://patentscout.innography.com/share/c1SlTe7NYLa2W5GQu9kUDA%3D%3D,G11C01634000,G06F0003063200,365052000
CN111176564,B,"Method and device for determining data placing strategy in ssd","Samsung (china) Semiconductor Co., Ltd.; Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/K7AjeRi8YUj9yFathTsRYw%3D%3D,G06F00306000,G06F0003061000,711004000
CN111176564,A,"Method and device for determining data in the ssd placement strategy","Samsung (china) Semiconductor Co., Ltd.; Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/EJS9WI24l83LS-FLw4WhCQ%3D%3D,G06F00306000,G06F0003061000,711004000
CN120029542,A,"Management method, device, computer device and storage medium of nvme ssd multi-naming space","Suzhou Yilian Information System Co., Ltd.",https://patentscout.innography.com/share/fkKuulz8E3uQKr9oEzp8jA%3D%3D,G06F00306000,G06F0003060000,711004000
CN118778900,A,"Ssd mapping table tracking method, device and computer device based on memory limitation","Suzhou Yilian Information System Co., Ltd.",https://patentscout.innography.com/share/9fQbHFWXhwUhHkqwqYT8_Q%3D%3D,G06F00306000,G06F0003067900,711004000
US20230053071,A1,"Systems and methods for nvme over fabric (nvme-of) namespace-based zoning","Dell Products L.p.",https://patentscout.innography.com/share/rby3iwGU4Zgmiz0zlZIPRw%3D%3D,G06F00306000,G06F0003065500,711004000
CN117950590,A,"A method for optimizing reset operation in zenfs to prolong service life of zns-ssd","Chongqing University Of Posts And Telecommunications",https://patentscout.innography.com/share/KxVJl7WQ7ZS3B81F4M6tyg%3D%3D,G06F00306000,G06F0003061600,711004000
CN107015764,A,"Nand flash data processing method, device and a nand flash","Shenzhen Netcom Electronics Co., Ltd.",https://patentscout.innography.com/share/K1rvlhN1SOzprrT4Qlet_A%3D%3D,G06F00306000,G06F0003061100,711004000
CN117891402,A,"Method and device for testing cache performance of ufs, computer device and storage medium","Shenzhen Unionmemory Information System Limited",https://patentscout.innography.com/share/LkYs2yuaDYRgB2cPGF3OyQ%3D%3D,G06F00306000,G06F0003062200,711004000
CN117369729,A,"Method for realizing additional writing of zns ssd","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/NaukOLM4uUzCtNIWAhxg4A%3D%3D,G06F00306000,G06F0003061000,711004000
CN117369729,B,"Method for realizing additional writing of zns ssd","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/5knb-3W0VuFSR5puJnZofA%3D%3D,G06F00306000,G06F0003061000,711004000
CN105138286,A,"A mixing method using ssd and smr hard disk in the disk file system","Icloud Innovation (beijing) Technology Co., Ltd.",https://patentscout.innography.com/share/SrDzbdgv_9nw2RkUfxMygQ%3D%3D,G06F00306000,G06F0003060000,711004000
CN206178765,U,"Ssd and ssd device","Beijing Dera Lingxin Technology Co., Ltd.",https://patentscout.innography.com/share/EAEGJFLc5V8h-oNhJe14_A%3D%3D,G06F00306000,G06F0003060000,711004000
CN116301576,A,"A garbage recycling method facing to zns-ssd storage system","Chongqing University Of Posts And Telecommunications",https://patentscout.innography.com/share/jZ8Du9lIN3gM2GuCylR6Lg%3D%3D,G06F00306000,G06F0003061000,711004000
CN111124300,A,"Method, device, computer device and storage medium for improving the access efficiency of the ssd ddr4","Shenzhen Unionmemory Information System Limited",https://patentscout.innography.com/share/G6j5wJZCAMTpiMFThfzPPQ%3D%3D,G06F00306000,G06F0003061000,711004000
CN116107513,A,"Zns ssd wear levelling method based on lsm tree","Chongqing University Of Posts And Telecommunications",https://patentscout.innography.com/share/Aaj-mUxURpnk9I93OengHw%3D%3D,G06F00306000,G06F0003065200,711004000
CN119025014,A,"Data storage method, device, system and device based on zns-ssd","Beijing Superstring Academy Of Memory Technology",https://patentscout.innography.com/share/fAVwJFJ_hcJweU-VX4hZ8A%3D%3D,G06F00306000,G06F0003060400,711004000
CN119440415,A,"Ai large model storage acceleration algorithm based on zns","Hubei Yangtze Mason Semiconductor Technology Co., Ltd.",https://patentscout.innography.com/share/pJgcBmjNYU0LfczW9OHTCw%3D%3D,G06F00306000,G06F0003061000,711004000
CN106371773,A,"Ssd unit, ssd device and data processing method based on ssd device","Beijing Dera New Technology Co., Ltd.",https://patentscout.innography.com/share/IbN7kIX3AQtV_8EwoAlCUw%3D%3D,G06F00306000,G06F0003062600,711004000
CN116301588,A,"A writing processing method of zns solid hard disk, device, device and medium","Chengdu Xinyilian Information Technology Co., Ltd.",https://patentscout.innography.com/share/_TKtMICh6Ir7FlF_rPdKfw%3D%3D,G06F00306000,G06F0003060400,711004000
CN114489484,B,"Ssd data storage method, ssd, terminal device and storage medium","Yeestor Microelectronics Co., Ltd.",https://patentscout.innography.com/share/GlKWHA-DgV5biXVPpFjPFg%3D%3D,G06F00306000,G06F0003061100,711004000
CN114546245,A,"Method and device for realizing transparent compression by using zns standard","Beijing Memblaze Technology Co., Ltd.",https://patentscout.innography.com/share/4rOlkvitqAHFgaFenIbQ-w%3D%3D,G06F00306000,G06F0003060700,711004000
CN114546245,B,"Method and device for realizing transparent compression by using zns standard","Beijing Memheng Yuan Science And Technology Co., Ltd.",https://patentscout.innography.com/share/XDbiTwkFwM6uLJcNEvWt5g%3D%3D,G06F00306000,G06F0003060700,711004000
US10528260,B1,"Opportunistic ‘xor’ of data for geographically diverse storage","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/hd5cosFPhT9vLE7Fq2YNog%3D%3D,G06F01200000,G06F0003060800,710244000
US11372543,B2,"Zone-append command scheduling based on zone state","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/kPx6qN2-z-S0-1TTeHHvJA%3D%3D,G06F00306000,G06F0003060400,711004000
CN119718208,A,"Backup method of ssd user data in internal cache","Shandong Sinochip Semiconductors Ltd.",https://patentscout.innography.com/share/yi3VVYcuGxVUwrPatFcddQ%3D%3D,G06F00306000,G06F0003060000,711004000
US12001359,B2,"Identification and classification of write stream priority","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/pQ9QJMu4ejt3VY7qHlzKYg%3D%3D,G06F01318000,G06F0003064400,345535000
US8756387,B2,"Method and apparatus for optimizing the performance of a storage system","International Business Machines Corporation",https://patentscout.innography.com/share/ZE-cE4Cs6vhyyktx9BAsFA%3D%3D,G06F01200000,G06F0003061600,711162000
US9250811,B1,"Data write caching for sequentially written media","Amazon Technologies, Inc.",https://patentscout.innography.com/share/mpvrK7SVeyXS8se-JRXBQg%3D%3D,G06F00306000,G06F0003061000,711004000
US11449443,B2,"Identification and classification of write stream priority","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/rGU_aSPPDzPO4ZVFyy3Iyg%3D%3D,G06F01318000,G06F0003064400,345535000
US10884654,B2,"System and method for quality of service assurance of multi-stream scenarios in a hard disk drive","Alibaba Group Holding Limited",https://patentscout.innography.com/share/EX7ZssKvASwJDs62Zzt2gA%3D%3D,G06F01300000,G06F0003061000,345540000
US20210318801,A1,"Zone-append command scheduling based on zone state","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/F2IBcFko8k7alVkgbtM6Pg%3D%3D,G06F00306000,G06F0003060400,711004000
US20210334022,A1,"Zone-based device with control level selected by the host","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/DWR1jhP8_2VxlQw_yJ8xHA%3D%3D,G06F00306000,G06F0003063200,711004000
US11513736,B2,"Revised host command generation for unaligned access","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/IqJTTaEaI1iQfbJ8n4We8g%3D%3D,G06F00306000,G06F0003061000,711004000
US10289317,B2,"Memory apparatus and methods thereof for write amplification aware wear leveling","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/iJ5v369MB4xRA42tui4z9g%3D%3D,G06F00306000,G06F0003061600,711004000
CN117991992,A,"Data writing method, system, device and medium based on small sub-area zns ssd","Chongqing University",https://patentscout.innography.com/share/lHW5qW3Ez6q6ZAucTUGlhQ%3D%3D,G06F00306000,G06F0003061000,711004000
CN117785027,A,"Method and system for reducing metadata consistency overhead facing to zns ssd","Huazhong University Of Science And Technology",https://patentscout.innography.com/share/soUlYsvgCcxfdB1Lqq6_YQ%3D%3D,G06F00306000,G06F0003060000,711004000
CN117891404,A,"Method for reducing invalid erasing of zns ssd device terminal based on strip and group","Chongqing University Of Posts And Telecommunications",https://patentscout.innography.com/share/xW2x6vEbAsCZrvTNbZf1Vg%3D%3D,G06F00306000,G06F0003065200,711004000
CN116301576,B,"Garbage recycling method for zns-ssd storage system","Kingspec Electronics Technology Co., Ltd.",https://patentscout.innography.com/share/enqMOp3LK97SyBofwSJBtA%3D%3D,G06F00306000,G06F0003061000,711004000
CN116974479,A,"Data placing method and system suitable for zns ssd write amplification optimization","Huazhong University Of Science And Technology",https://patentscout.innography.com/share/3oTa_f5KjS0Uy7FwWlZ9Tw%3D%3D,G06F00306000,G06F0003061400,711004000
US20210303196,A1,"Method, device and computer program product for storage","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/0ECTHBHAw9cUtOYvV6nwFg%3D%3D,G06F00306000,G06F0003060200,711004000
CN113448490,A,"Method for storing, device and computer program product","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/l2QM2t3Li3DAXWPTWtkOPQ%3D%3D,G06F00306000,G06F0003060200,711004000
US20210326048,A1,"Efficiently writing data in a zoned drive storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/Gfz1lWK-JKzFd5-Csb0DYA%3D%3D,G06F00306000,G06F0003061900,711004000
US11550481,B2,"Efficiently writing data in a zoned drive storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/L3yGMbp67SBLFr984fNlQA%3D%3D,G06F01200000,G06F0003061900,710244000
CN115729466,A,"A cache management method for ensuring zns-ssd access fairness","Chongqing University Of Posts And Telecommunications",https://patentscout.innography.com/share/1WGhj5OCcpncr0tnCo34dg%3D%3D,G06F00306000,G06F0003060000,711004000
CN115145493,A,"A resource allocation method based on zns ssd system","Chongqing University Of Posts And Telecommunications",https://patentscout.innography.com/share/FIGQGc66pn4RYUof_chumg%3D%3D,G06F00306000,G06F0003061000,711004000
CN115145493,B,"Resource allocation method based on zns ssd system","Kingspec Electronics Technology Co., Ltd.",https://patentscout.innography.com/share/sUEIfDCFNS0Z81T2epzL4A%3D%3D,G06F00306000,G06F0003061000,711004000
CN118939195,A,"Area recycling method of zns ssd, electronic device and storage medium","Huazhong University Of Science And Technology",https://patentscout.innography.com/share/nmHApxLlGwDvefOtqEKt4A%3D%3D,G06F00306000,G06F0003060700,711004000
CN119473143,A,"Garbage recycling method for zns-ssd storage system","Qinghai Normal University",https://patentscout.innography.com/share/g_NPQ0tt5TO5RrH2iY2VzQ%3D%3D,G06F00306000,G06F0003060000,711004000
CN119781679,A,"Divisional distribution and full parallelism writing method based on zns ssd file system","Chongqing University Of Posts And Telecommunications",https://patentscout.innography.com/share/2lMTzdb73Ej-e5j5ffZLOw%3D%3D,G06F00306000,G06F0003060000,711004000
CN117453129,A,"Zone reset optimization method based on zns ssds","Chongqing University Of Posts And Telecommunications",https://patentscout.innography.com/share/WjpWep1BPomsM9XyBNJTdQ%3D%3D,G06F00306000,G06F0003060800,711004000
KR20210125774,A,"Data storage apparatus and operation method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/lvM94r782eMCEVwbyGRhXA%3D%3D,G06F00306000,G06F0003064400,711004000
CN119376620,B,"Zns ssd data part updating method based on patch","Qinghai Normal University",https://patentscout.innography.com/share/ijwKsd8y7DGxrFjWJkLIgg%3D%3D,G06F00306000,G06F0003061000,711004000
KR20240070139,A,"Method and apparatus for compaction of zns-based ssd","Research & Business Foundation Sungkyunkwan University",https://patentscout.innography.com/share/WU6QZe_3KlmnXDjVdgOs6Q%3D%3D,G06F00306000,G06F0003060400,711004000
KR102758237,B1,"Method and apparatus for compaction of zns-based ssd","Research & Business Foundation Sungkyunkwan University",https://patentscout.innography.com/share/jSTy3yJvs92kwJCY6G4NWg%3D%3D,G06F00306000,G06F0003060400,711004000
CN106873908,A,"Storage method and device for date","Beijing Lenovo Core Nucleus Technology Co., Ltd.",https://patentscout.innography.com/share/UqS7QAncQ-Ua5fd3TjbSxA%3D%3D,G06F00306000,G06F0003060400,711004000
KR20150048968,A,"Electrostatic capacity type touch panel and method of manufacturing the same","Ssd Co., Ltd.",https://patentscout.innography.com/share/iU9gNtH1gIlUkRxkV4-ceg%3D%3D,G06F00304400,G06F0003044000,178018060
KR20240136666,A,"Controlling device for zns ssd and operation method thereof","Sk Hynix Inc.; Korea Advanced Institute Of Science And Technology",https://patentscout.innography.com/share/ByzteFE-UVgq6a0rns2jeA%3D%3D,G06F00306000,G06F0003060400,711004000
KR20130052992,A,"Touch panel and a manufacturing method thereof.","Ssd Co., Ltd.",https://patentscout.innography.com/share/9Wc8BnHnYv-6mBq3Wc6GnQ%3D%3D,G06F00304400,G06F0003044000,178018060
KR20130061252,A,"Touch panel and it's manufacturing method","Ssd Co., Ltd.",https://patentscout.innography.com/share/6QtDqJFr1CKML-6qc2qZ8g%3D%3D,G06F00304400,G06F0003044000,178018060
KR20140058714,A,"Touch panel and it's manufacturing method","Ssd Co., Ltd.",https://patentscout.innography.com/share/MODun_PWvjH_zPNCEybhWw%3D%3D,G06F00304400,G06F0003044000,178018060
US12282686,B2,"Performing low latency operations using a distinct set of resources","Pure Storage, Inc.",https://patentscout.innography.com/share/VUlUKrZScMJyLodUyOLK5w%3D%3D,G06F00306000,G06F0003065900,711004000
US11941286,B2,"Keeping a zone random write area in non-persistent memory","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/Ro-z_F_g_x6Dr1XCxAFs6A%3D%3D,G06F00306000,G06F0003065500,711004000
US20150039825,A1,"Federated tiering management","Seagate Technology LLC",https://patentscout.innography.com/share/QgOQTJUMUHzIsJ7lBLRtVA%3D%3D,G06F00306000,G06F0003068500,711114000
CN106662985,B,"Non-volatile memory managed by host","Intel Corporation",https://patentscout.innography.com/share/QcuFBOIWhs04bvidpEHcOQ%3D%3D,G06F00306000,G06F0003060800,711004000
US12327018,B2,"Systems, methods, and devices for near storage elasticity","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/7j0Io2p4s5nMFGGg-cEpUg%3D%3D,G06F00306000,G06F0003061000,711004000
US11954372,B2,"Technique for efficient migration of live virtual disk across storage containers of a cluster","Nutanix, Inc.",https://patentscout.innography.com/share/tdbg2mIscGADI_bxpscNqQ%3D%3D,G06F00306000,G06F0003064700,711004000
US20210286517,A1,"Utilizing allocation shares to improve parallelism in a zoned drive storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/TBI_LcIDaoA5eajpjYnB4Q%3D%3D,G06F00306000,G06F0003061000,711004000
US11200161,B2,"Keeping zones open with intermediate padding","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/TroyyyNucUsFhacXt3PO3A%3D%3D,G06F00306000,G06F0003061100,711004000
US11656984,B2,"Keeping zones open with intermediate padding","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/XwEAf3qIOfgyKbic3eamuQ%3D%3D,G06F00306000,G06F0003061100,711004000
