Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
US20210232331,A1,"System having modular accelerators","Pure Storage, Inc.",https://patentscout.innography.com/share/2NUgpCFOcrwNW9P5_gOqHQ%3D%3D,G06F00306000,G06F0003063100,711004000,2021-07-29,2024-01-02,2021-07-29,2016-07-19,2020-12-30,2024-01-02,2021-07-29,2018-01-25,"Kannan, Hari|Mao, Yuhong|Heuchert, Mark"
US11861188,B2,"System having modular accelerators","Pure Storage, Inc.",https://patentscout.innography.com/share/XCw3tl8T9OLUjil_bKdriw%3D%3D,G06F00306000,G06F0003063100,711004000,2021-07-29,2024-01-02,2024-01-02,2016-07-19,2020-12-30,2036-07-19,2021-07-29,2018-01-25,"Kannan, Hari|Mao, Yuhong|Heuchert, Mark"
US20140195846,A1,"Mapping storage of data in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/Heh2TiRe2C7Mt-A_O7eKKQ%3D%3D,G06F01110000,G06F0003060400,714006220,2014-07-10,2017-01-31,2014-07-10,2013-01-04,2013-11-25,2017-01-31,2014-07-10,2014-07-10,"Resch, Jason K|Dhuse, Greg"
US9558067,B2,"Mapping storage of data in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/iLouRVrTzkv-ENpzaucHyg%3D%3D,G06F01100000,G06F0003060400,370225000,2014-07-10,2017-01-31,2017-01-31,2013-01-04,2013-11-25,2034-03-16,2014-07-10,2014-07-10,"Resch, Jason K.|Dhuse, Greg"
US20170123669,A1,"Mapping storage of data in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/kuZKHW9u0pZeOB65NHf7iQ%3D%3D,G06F00306000,G06F0003060400,711004000,2017-05-04,2019-06-18,2017-05-04,2013-01-04,2017-01-12,2019-06-18,2014-07-10,2014-07-10,"Resch, Jason K.|Dhuse, Greg"
US10324623,B2,"Mapping storage of data in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/DX9Iyhd72fuyeK6BDcjZaA%3D%3D,G06F01100000,G06F0003060400,370225000,2017-05-04,2019-06-18,2019-06-18,2013-01-04,2017-01-12,2023-06-18,2014-07-10,2014-07-10,"Resch, Jason K.|Dhuse, Greg"
US20190250823,A1,"Efficient computation of only the required slices","Pure Storage, Inc.",https://patentscout.innography.com/share/M3tYJ1mMljnDa5PuT64nVg%3D%3D,G06F00306000,G06F0003060400,711004000,2019-08-15,,2019-08-15,2013-01-04,2019-04-26,2021-06-30,2019-08-15,2014-07-10,"Resch, Jason K.|Dhuse, Greg R."
US20220374311,A1,"Smart rebuilding of an encoded data slice","Pure Storage, Inc.",https://patentscout.innography.com/share/MzJZ8hihoP9zrX6FzUML0w%3D%3D,G06F01110000,G06F0003060400,714807000,2022-11-24,2024-09-17,2022-11-24,2013-01-04,2022-08-05,2024-09-17,2019-08-15,2014-07-10,"Resch, Jason K.|Dhuse, Greg R."
US11543964,B1,"Efficient rebuilding of an encoded data slice","Pure Storage, Inc.",https://patentscout.innography.com/share/_wkNzMudmULTcbv2tzsY2w%3D%3D,G06F01100000,G06F0003060400,370225000,,2023-01-03,2023-01-03,2013-01-04,2021-02-11,2034-03-16,2019-08-15,2014-07-10,"Resch, Jason K.|Dhuse, Greg R."
US12093527,B2,"Smart rebuilding of an encoded data slice","Pure Storage, Inc.",https://patentscout.innography.com/share/P0LZLrGU6xTWEt-sqOiUgw%3D%3D,G06F01100000,G06F0003060400,370225000,2022-11-24,2024-09-17,2024-09-17,2013-01-04,2022-08-05,2034-03-11,2019-08-15,2014-07-10,"Resch, Jason K.|Dhuse, Greg R."
US20160224422,A1,"Achieving storage compliance in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/njOCkVFCZECCyt-KIBfOgg%3D%3D,G06F01110000,G06F0003064400,714807000,2016-08-04,2018-07-03,2016-08-04,2013-01-04,2016-04-11,2018-07-03,2016-08-04,2014-07-10,"Resch, Jason K.|Leggette, Wesley"
US20170052733,A1,"Storing and retrieving mutable objects","Pure Storage, Inc.",https://patentscout.innography.com/share/JaF7TTCB5eFJHcSxqgbLag%3D%3D,G06F00306000,G06F0003064400,711004000,2017-02-23,2018-08-07,2017-02-23,2013-01-04,2016-11-03,2018-08-07,2016-08-04,2014-07-10,"Leggette, Wesley B.|Resch, Jason K.|Smith, Eric G.|Vas, Sebastien|Vedpathak, Yogesh R."
US10013203,B2,"Achieving storage compliance in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/tfNprHucx-AJAO5cBIgXWQ%3D%3D,G06F00306000,G06F0003064400,711004000,2016-08-04,2018-07-03,2018-07-03,2013-01-04,2016-04-11,2022-07-03,2016-08-04,2014-07-10,"Resch, Jason K.|Leggette, Wesley"
US10042577,B2,"Storing and retrieving mutable objects","Pure Storage, Inc.",https://patentscout.innography.com/share/czmX1Q7Hw7QS08fa8cbuxw%3D%3D,G06F00306000,G06F0003064400,711004000,2017-02-23,2018-08-07,2018-08-07,2013-01-04,2016-11-03,2022-08-07,2016-08-04,2014-07-10,"Leggette, Wesley B.|Resch, Jason K.|Smith, Eric G.|Vas, Sebastien|Vedpathak, Yogesh R."
US20210216478,A1,"Logical address based authorization of operations with respect to a storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/dg9RnzE31jFOyPj5JqrsRQ%3D%3D,G06F01214000,G06F0012144100,713187000,2021-07-15,2022-11-15,2021-07-15,2019-11-22,2020-09-30,2022-11-15,2021-07-15,2021-05-27,"Miller, Ethan L.|Karr, Ronald"
US11500788,B2,"Logical address based authorization of operations with respect to a storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/fbLOAfBI_L-R8Y0JhhJ-ew%3D%3D,G06F01300000,G06F0012144100,345540000,2021-07-15,2022-11-15,2022-11-15,2019-11-22,2020-09-30,2039-12-11,2021-07-15,2021-05-27,"Miller, Ethan L.|Karr, Ronald"
US20230409706,A1,"Ransomware-based data protection parameter modification","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/5xsHmqn5cZYwmpx6UfC4AQ%3D%3D,G06F02155000,G06F0012024600,713340000,2023-12-21,2024-03-26,2023-12-21,2019-11-22,2023-05-01,2024-03-26,2023-12-21,2021-05-27,"Kutner, Andrew|Karr, Ronald|Miller, Andrew|Lee, Patrick D.|Huskisson, David|Carpenter, Brian|Dote, Cynthia"
US11941116,B2,"Ransomware-based data protection parameter modification","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/wr0kZR9DAjqi6SPKgvnOkA%3D%3D,G06F02155000,G06F0012024600,713340000,2023-12-21,2024-03-26,2024-03-26,2019-11-22,2023-05-01,2039-12-11,2023-12-21,2021-05-27,"Kutner, Andrew|Karr, Ronald|Miller, Andrew|Lee, Patrick D.|Huskisson, David|Carpenter, Brian|Dote, Cynthia"
US11003369,B1,"Performing a tune-up procedure on a storage device during a boot process","Pure Storage, Inc.",https://patentscout.innography.com/share/oLe8bolf20FL9mHlU1srVQ%3D%3D,G06F00306000,G06F0003063200,711004000,,2021-05-11,2021-05-11,2019-01-14,2019-01-14,2039-01-19,2021-05-11,2021-05-11,"Bernat, Andrew|Tang, Wei"
US20210247918,A1,"Configuring a flash-based storage device","Pure Storage, Inc.",https://patentscout.innography.com/share/SGDvAcdKhmy1F66k5E7Ypw%3D%3D,G06F00306000,G06F0003063200,711004000,2021-08-12,2024-04-02,2021-08-12,2019-01-14,2021-04-30,2024-04-02,2021-05-11,2021-05-11,"Bernat, Andrew|Tang, Wei"
US20230333756,A1,"Managing permissions for processing input/output (i/o) operations in a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/BCIngYdTnoJSNTbbvHGP8A%3D%3D,G06F00944010,G06F0003063200,711004000,2023-10-19,,2023-10-19,2019-01-14,2023-01-26,2039-01-14,2023-10-19,2021-05-11,"Mann, Sandeep|Adler, John|Lee, Jaesoo|Scholbrock, Benjamin|Bernat, Andrew"
US11947815,B2,"Configuring a flash-based storage device","Pure Storage, Inc.",https://patentscout.innography.com/share/0BP59KMzVOZU7LHJU9OXiQ%3D%3D,G06F00306000,G06F0003063200,711004000,2021-08-12,2024-04-02,2024-04-02,2019-01-14,2021-04-30,2039-01-19,2021-05-11,2021-05-11,"Bernat, Andrew|Tang, Wei"
US11016667,B1,"Efficient mapping for luns in storage memory with holes in address space","Pure Storage, Inc.",https://patentscout.innography.com/share/SwLD-IMH-BToE-W2gSEpeA%3D%3D,G06F00306000,G06F0003060800,711004000,,2021-05-25,2021-05-25,2017-04-05,2017-11-01,2038-12-23,2021-05-25,2021-05-25,"Sears, Russell"
US20210263654,A1,"Mapping luns in a storage memory","Pure Storage, Inc.",https://patentscout.innography.com/share/noHtCBlWn5MdoYDCGlZitQ%3D%3D,G06F00306000,G06F0003060800,711004000,2021-08-26,2023-02-28,2021-08-26,2017-04-05,2021-04-28,2023-02-28,2021-05-25,2021-05-25,"Sears, Russell"
US11592985,B2,"Mapping luns in a storage memory","Pure Storage, Inc.",https://patentscout.innography.com/share/FOxpFGykMH_iWLMpEXHGfw%3D%3D,G06F00306000,G06F0003060800,711004000,2021-08-26,2023-02-28,2023-02-28,2017-04-05,2021-04-28,2037-11-11,2021-05-25,2021-05-25,"Sears, Russell"
US20210165579,A1,"Dynamic allocation of blocks of a storage device based on power loss protection","Pure Storage, Inc.",https://patentscout.innography.com/share/mTd4Ybs3CIw8txLUnIFBeg%3D%3D,G06F00306000,G06F0003061900,711004000,2021-06-03,2021-10-26,2021-06-03,2019-12-03,2019-12-03,2021-10-26,2021-06-03,2021-06-03,"Bernat, Andrew|Tang, Wei"
US11157179,B2,"Dynamic allocation of blocks of a storage device based on power loss protection","Pure Storage, Inc.",https://patentscout.innography.com/share/AvQnSTCS1PqyhbQtd5Kvlw%3D%3D,G06F01200000,G06F0003061900,710244000,2021-06-03,2021-10-26,2021-10-26,2019-12-03,2019-12-03,2039-12-08,2021-06-03,2021-06-03,"Bernat, Andrew|Tang, Wei"
US20220011946,A1,"Intelligent power loss protection based block allocation","Pure Storage, Inc.",https://patentscout.innography.com/share/QAtjIkZsX6mJO5tnqTjRFg%3D%3D,G06F00306000,G06F0003061900,711004000,2022-01-13,2023-06-27,2022-01-13,2019-12-03,2021-09-28,2023-06-27,2021-06-03,2021-06-03,"Bernat, Andrew R.|Tang, Wei"
US11687250,B2,"Intelligent power loss protection based block allocation","Pure Storage, Inc.",https://patentscout.innography.com/share/0qU2C4T5hsQlpUzzii3Ttw%3D%3D,G06F00306000,G06F0003061900,711004000,2022-01-13,2023-06-27,2023-06-27,2019-12-03,2021-09-28,2039-12-08,2021-06-03,2021-06-03,"Bernat, Andrew R.|Tang, Wei"
US20230297250,A1,"Allocation of blocks based on power loss protection","Pure Storage, Inc.",https://patentscout.innography.com/share/unTg_yRY7s0XORzAOBsMwA%3D%3D,G06F00306000,G06F0003061900,711004000,2023-09-21,2025-01-21,2023-09-21,2019-12-03,2023-05-26,2025-01-21,2021-06-03,2021-06-03,"Bernat, Andrew R.|Tang, Wei"
US12204768,B2,"Allocation of blocks based on power loss protection","Pure Storage, Inc.",https://patentscout.innography.com/share/yVptD8voyp4rdaKQ5HgD_g%3D%3D,G06F00306000,G06F0003061900,711004000,2023-09-21,2025-01-21,2025-01-21,2019-12-03,2023-05-26,2039-12-03,2021-06-03,2021-06-03,"Bernat, Andrew R.|Tang, Wei"
US20180074735,A1,"Distributed file deletion and truncation","Pure Storage, Inc.",https://patentscout.innography.com/share/PNg9odS3q4_aShFqan2gaA%3D%3D,G06F00306000,G06F0003062300,711004000,2018-03-15,2022-08-23,2018-03-15,2016-09-15,2016-12-14,2022-08-23,2018-03-15,2018-03-15,"Lee, Robert|Ostrovsky, Igor|Shao, Shuyi|Vajgel, Peter"
US20180075053,A1,"Distributed deletion of a file and directory hierarchy","Pure Storage, Inc.",https://patentscout.innography.com/share/F0kHstT4E5_FYEm3EUXWIg%3D%3D,G06F01730000,G06F0003062300,707000000,2018-03-15,2020-06-09,2018-03-15,2016-09-15,2017-01-31,2020-06-09,2018-03-15,2018-03-15,"Karr, Ronald|Lee, Robert|Ostrovsky, Igor"
US20180075056,A1,"Adaptive concurrency for write persistence","Pure Storage, Inc.",https://patentscout.innography.com/share/BLhtQ1sN-VRBVjfyWJUOkg%3D%3D,G06F01730000,G06F0003062300,707000000,2018-03-15,2022-04-12,2018-03-15,2016-09-15,2017-01-25,2022-04-12,2018-03-15,2018-03-15,"Colgrove, John|Lee, Robert|Ostrovsky, Igor|Shi, Guangyu|Vajgel, Peter"
CN109716279,A,"For writing durability of the adaptive concurrency","Pure Storage Inc",https://patentscout.innography.com/share/T4yrUEMop5Iayjjw5LnOaw%3D%3D,G06F00306000,G06F0003062300,711004000,2019-05-03,2023-02-17,2019-05-03,2016-09-15,2017-09-13,2023-02-17,2018-03-15,2018-03-15,"Colgrove, John|Lee, Robert|Mcdowell, Curtis Scranton|Shao, Shuyi|Ostrovsky, Igor|Shi, Guangyu|Vajgel, Peter"
US10678452,B2,"Distributed deletion of a file and directory hierarchy","Pure Storage, Inc.",https://patentscout.innography.com/share/z5jr1ev8YTXVcIDBpm5odg%3D%3D,G06F00700000,G06F0003062300,194218000,2018-03-15,2020-06-09,2020-06-09,2016-09-15,2017-01-31,2037-08-13,2018-03-15,2018-03-15,"Karr, Ronald|Lee, Robert|Ostrovsky, Igor"
US20200326863,A1,"Distributed deletion of a file and directory hierarchy","Pure Storage, Inc.",https://patentscout.innography.com/share/6PsdQpSQuMfCAiRacFoiMw%3D%3D,G06F00306000,G06F0003062300,711004000,2020-10-15,2023-05-23,2020-10-15,2016-09-15,2020-04-30,2023-05-23,2018-03-15,2018-03-15,"Karr, Ronald|Lee, Robert|Ostrovsky, Igor"
US11301147,B2,"Adaptive concurrency for write persistence","Pure Storage, Inc.",https://patentscout.innography.com/share/GBMjE7YezxBwg2INynXjnw%3D%3D,G06F00306000,G06F0003062300,711004000,2018-03-15,2022-04-12,2022-04-12,2016-09-15,2017-01-25,2037-11-18,2018-03-15,2018-03-15,"Colgrove, John|Lee, Robert|Ostrovsky, Igor|Shi, Guangyu|Vajgel, Peter"
US11422719,B2,"Distributed file deletion and truncation","Pure Storage, Inc.",https://patentscout.innography.com/share/o_4EAAh3faEwzgwOw0a2Rw%3D%3D,G06F00306000,G06F0003062300,711004000,2018-03-15,2022-08-23,2022-08-23,2016-09-15,2016-12-14,2037-04-24,2018-03-15,2018-03-15,"Lee, Robert|Ostrovsky, Igor|Shao, Shuyi|Vajgel, Peter"
US20220357860,A1,"Batch data deletion","Pure Storage, Inc.",https://patentscout.innography.com/share/GNDcGwEGQwArZhxplc2T5A%3D%3D,G06F00306000,G06F0003062300,711004000,2022-11-10,2024-03-05,2022-11-10,2016-09-15,2022-07-14,2024-03-05,2018-03-15,2018-03-15,"Lee, Robert|Ostrovsky, Igor|Shao, Shuyi|Vajgel, Peter"
CN109716279,B,"Adaptive concurrent for write persistence","Pure Storage Inc.",https://patentscout.innography.com/share/ALctFfq017sYc-pDIa773w%3D%3D,G06F00306000,G06F0003062300,711004000,2019-05-03,2023-02-17,2023-02-17,2016-09-15,2017-09-13,2037-09-12,2018-03-15,2018-03-15,"Karr, Ronald|Lee, Robert|Ostrovsky, Igor"
US11656768,B2,"File deletion in a distributed system","Pure Storage, Inc.",https://patentscout.innography.com/share/h4JR8gM5Ok23rTLIpWVHWQ%3D%3D,G06F00306000,G06F0003062300,711004000,2020-10-15,2023-05-23,2023-05-23,2016-09-15,2020-04-30,2037-07-20,2018-03-15,2018-03-15,"Karr, Ronald|Lee, Robert|Ostrovsky, Igor"
US20230251783,A1,"Storage system with distributed deletion","Pure Storage, Inc.",https://patentscout.innography.com/share/t1X74j2tXvWUizaVKZ6IOw%3D%3D,G06F00306000,G06F0003062300,711004000,2023-08-10,,2023-08-10,2016-09-15,2023-04-21,2037-07-20,2018-03-15,2018-03-15,"Lee, Robert|Ostrovsky, Igor|Karr, Ronald"
US11922033,B2,"Batch data deletion","Pure Storage, Inc.",https://patentscout.innography.com/share/fI_I_Z3vWWDnomVvsvNQqA%3D%3D,G06F00306000,G06F0003062300,711004000,2022-11-10,2024-03-05,2024-03-05,2016-09-15,2022-07-14,2037-04-24,2018-03-15,2018-03-15,"Lee, Robert|Ostrovsky, Igor|Shao, Shuyi|Vajgel, Peter"
US20180081546,A1,"Modifying information dispersal algorithm (ida) thresholds by splitting existing slices","Pure Storage, Inc.",https://patentscout.innography.com/share/QJ23IItxeZbVbnNfhNgOZw%3D%3D,G06F00306000,G06F0003064000,711004000,2018-03-22,,2018-03-22,2013-02-05,2017-11-28,2020-07-10,2018-03-22,2014-08-07,"Leggette, Wesley B.|Baptist, Andrew D.|Dhuse, Greg R.|Resch, Jason K.|Grube, Gary W.|Gladwin, S. Christopher"
US20180081560,A1,"Using partial rebuilding to change information dispersal algorithm (ida)","Pure Storage, Inc.",https://patentscout.innography.com/share/504pSzkVFF2Aidm-9MDXKw%3D%3D,G06F00306000,G06F0003067000,711004000,2018-03-22,2019-10-01,2018-03-22,2013-02-05,2017-11-27,2019-10-01,2018-03-22,2014-08-07,"Leggette, Wesley B.|Baptist, Andrew D.|Dhuse, Greg R.|Resch, Jason K.|Grube, Gary W.|Gladwin, S. Christopher"
US10430122,B2,"Using partial rebuilding to change information dispersal algorithm (ida)","Pure Storage, Inc.",https://patentscout.innography.com/share/J7tb7DT124csHb9eZy4X9w%3D%3D,G06F00702000,G06F0003067000,714824000,2018-03-22,2019-10-01,2019-10-01,2013-02-05,2017-11-27,2034-04-24,2018-03-22,2014-08-07,"Leggette, Wesley B.|Baptist, Andrew D.|Dhuse, Greg R.|Resch, Jason K.|Grube, Gary W.|Gladwin, S. Christopher"
US11113008,B1,"Data restoration using partially encoded slice requests","Pure Storage, Inc.",https://patentscout.innography.com/share/gEoVS8mRPKsg9q3HpJCn1A%3D%3D,G06F00702000,G06F0003067000,714824000,,2021-09-07,2021-09-07,2013-02-05,2019-08-22,2034-07-10,2018-03-22,2014-08-07,"Leggette, Wesley B.|Baptist, Andrew D.|Dhuse, Greg R.|Resch, Jason K.|Grube, Gary W.|Gladwin, S. Christopher"
US20180074744,A1,"Forming a distributed storage network memory without namespace aware distributed storage units","Pure Storage, Inc.",https://patentscout.innography.com/share/E9N4GElfw5xNklWHv_ffDQ%3D%3D,G06F00306000,G06F0003063400,711004000,2018-03-15,2019-06-04,2018-03-15,2013-02-05,2017-11-27,2019-06-04,2018-03-15,2014-08-07,"Kazi, Asimuddin|Resch, Jason K."
US10310763,B2,"Forming a distributed storage network memory without namespace aware distributed storage units","Pure Storage, Inc.",https://patentscout.innography.com/share/TmeWK_AdKlOKlBgL-5StqQ%3D%3D,G06F00306000,G06F0003063400,711004000,2018-03-15,2019-06-04,2019-06-04,2013-02-05,2017-11-27,2023-06-04,2018-03-15,2014-08-07,"Kazi, Asimuddin|Resch, Jason K."
US20240004546,A1,"Io profiles in a distributed storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/Ptj8DUAGkwNUq3lq3q3XMg%3D%3D,G06F00306000,G06F0003060500,711004000,2024-01-04,2025-01-14,2024-01-04,2022-06-30,2022-06-30,2025-01-14,2024-01-04,2024-01-04,"Pabón, Luis Pablo|Iyer, Kshithij|Theunis, Paul|Chavan, Abhay"
US12197725,B2,"Io profiles in a distributed storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/JNzdYQmcUhZHaAi08f5Mfw%3D%3D,G06F00306000,G06F0003060500,711004000,2024-01-04,2025-01-14,2025-01-14,2022-06-30,2022-06-30,2042-06-30,2024-01-04,2024-01-04,"Pabón, Luis Pablo|Iyer, Kshithij|Theunis, Paul|Chavan, Abhay"
US11868629,B1,"Storage system sizing service","Pure Storage, Inc.",https://patentscout.innography.com/share/EOTFrNC5S-POvSYpHprCBg%3D%3D,G06F00300000,G06F0003063200,708134000,,2024-01-09,2024-01-09,2017-05-05,2018-04-30,2038-08-13,2024-01-09,2024-01-09,"Singh, Manpreet|Zhao, Li|Ren, Chengxiang|Glek, Taras"
US20210182190,A1,"Intelligent die aware storage device scheduler","Pure Storage, Inc.",https://patentscout.innography.com/share/l0oh3umLBHFL4eaaQuLI_A%3D%3D,G06F01202000,G06F0012026900,345543000,2021-06-17,,2021-06-17,2016-07-22,2021-01-27,2037-05-30,2021-06-17,2021-06-17,"Gao, Ying|Feigin, Boris|Kannan, Hari"
US11449232,B1,"Optimal scheduling of flash operations","Pure Storage, Inc.",https://patentscout.innography.com/share/cMSMulTdKuNrVmCNm0ib0A%3D%3D,G06F00306000,G06F0003061100,711004000,,2022-09-20,2022-09-20,2016-07-22,2016-10-27,2037-05-30,2022-09-20,2021-06-17,"Kannan, Hari|Miladinovic, Nenad|Zhao, Randy"
US20210181941,A1,"Budgeting open blocks of a storage unit based on power loss prevention","Pure Storage, Inc.",https://patentscout.innography.com/share/TeMDtG478GL1X7VSw9QGWQ%3D%3D,G06F00306000,G06F0012086800,711004000,2021-06-17,2023-12-19,2021-06-17,2019-12-12,2019-12-12,2023-12-19,2021-06-17,2021-06-17,"Bernat, Andrew R.|Tang, Wei|Hord, Phillip|Coleman, Gordon James"
US20210240346,A1,"Dynamic use of segment or zone power loss protection in a flash device","Pure Storage, Inc.",https://patentscout.innography.com/share/lziUKRJ8bgg7c97VF9Scvw%3D%3D,G06F00306000,G06F0003060400,711004000,2021-08-05,2022-08-16,2021-08-05,2019-12-12,2021-04-20,2022-08-16,2021-08-05,2021-06-17,"Bernat, Andrew R.|Davis, Brandon|Mcauliffe, Mark L.|Dewitt, Zoltan|Scholbrock, Benjamin|Hord, Phillip|Karr, Ronald"
US11416144,B2,"Dynamic use of segment or zone power loss protection in a flash device","Pure Storage, Inc.",https://patentscout.innography.com/share/U8qu1kxyPWG4D6uM3IFz-w%3D%3D,G06F00306000,G06F0003060400,711004000,2021-08-05,2022-08-16,2022-08-16,2019-12-12,2021-04-20,2039-12-12,2021-08-05,2021-06-17,"Bernat, Andrew R.|Davis, Brandon|Mcauliffe, Mark L.|Dewitt, Zoltan|Scholbrock, Benjamin|Hord, Phillip|Karr, Ronald"
US20220365678,A1,"Power loss protection based on write requirements","Pure Storage, Inc.",https://patentscout.innography.com/share/4xzYxrxkL0dOelB3YNRmyw%3D%3D,G06F00306000,G06F0003060400,711004000,2022-11-17,2024-04-02,2022-11-17,2019-12-12,2022-07-15,2024-04-02,2021-08-05,2021-06-17,"Bernat, Andrew R.|Davis, Brandon|Mcauliffe, Mark L.|Scholbrock, Benjamin|Dewitt, Zoltan|Hord, Phillip|Karr, Ronald"
US11847331,B2,"Budgeting open blocks of a storage unit based on power loss prevention","Pure Storage, Inc.",https://patentscout.innography.com/share/5nG3yA7PJMIDtdAaUp2PRA%3D%3D,G06F01200000,G06F0012086800,710244000,2021-06-17,2023-12-19,2023-12-19,2019-12-12,2019-12-12,2040-11-08,2021-06-17,2021-06-17,"Bernat, Andrew R.|Tang, Wei|Hord, Phillip|Coleman, Gordon James"
US11947795,B2,"Power loss protection based on write requirements","Pure Storage, Inc.",https://patentscout.innography.com/share/IXqCBEO1x1CXSB-Q7KqEcQ%3D%3D,G06F01200000,G06F0003060400,710244000,2022-11-17,2024-04-02,2024-04-02,2019-12-12,2022-07-15,2039-12-12,2021-08-05,2021-06-17,"Bernat, Andrew R.|Davis, Brandon|Mcauliffe, Mark L.|Dewitt, Zoltan|Scholbrock, Benjamin|Hord, Phillip|Karr, Ronald"
US20140245063,A1,"Resolving write conflicts in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/y7jgRPGtZKi_LCj1WVP1bg%3D%3D,G06F01120000,G06F0003060400,714006220,2014-08-28,2016-03-01,2014-08-28,2013-02-26,2014-01-13,2016-03-01,2014-08-28,2014-08-28,"Baptist, Andrew|Resch, Jason K"
US9274908,B2,"Resolving write conflicts in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/ZGIN1W0YmxK5NK7n5qKBhw%3D%3D,G06F00704000,G06F0003060400,340005900,2014-08-28,2016-03-01,2016-03-01,2013-02-26,2014-01-13,2024-03-01,2014-08-28,2014-08-28,"Baptist, Andrew|Resch, Jason K."
US20160147453,A1,"Resolving write conflicts in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/wyLtiTRUWR3wX_TvEmH85w%3D%3D,G06F00306000,G06F0003060400,711004000,2016-05-26,2017-09-19,2016-05-26,2013-02-26,2016-02-01,2017-09-19,2014-08-28,2014-08-28,"Baptist, Andrew|Resch, Jason K."
US9766810,B2,"Resolving write conflicts in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/Cs4JdGGnMXD75HTOlsxk-A%3D%3D,G06F01200000,G06F0003060400,710244000,2016-05-26,2017-09-19,2017-09-19,2013-02-26,2016-02-01,2021-09-19,2014-08-28,2014-08-28,"Baptist, Andrew|Resch, Jason K."
US20170322733,A1,"Determining when to use convergent encryption","Pure Storage, Inc.",https://patentscout.innography.com/share/G_AAQcdwqo2rcNFPwurzkg%3D%3D,G06F00306000,G06F0003060400,711004000,2017-11-09,2021-06-15,2017-11-09,2013-02-26,2017-07-21,2021-06-15,2017-11-09,2014-08-28,"Resch, Jason K."
US20180101305,A1,"Determining when to initiate an intra- distributed storage unit rebuild vs. an inter- distributed storage unit rebuild","Pure Storage, Inc.",https://patentscout.innography.com/share/Bv6n0IQvm4xleD-9NRjNkA%3D%3D,G06F00306000,G06F0003060400,711004000,2018-04-12,2020-05-05,2018-04-12,2013-02-26,2017-12-11,2020-05-05,2018-04-12,2014-08-28,"Kazi, Asimuddin|Resch, Jason K."
US10642489,B2,"Determining when to initiate an intra-distributed storage unit rebuild vs. an inter-distributed storage unit rebuild","Pure Storage, Inc.",https://patentscout.innography.com/share/9CH89u0tYUW1Bm602yb59Q%3D%3D,G06F01100000,G06F0003060400,370225000,2018-04-12,2020-05-05,2020-05-05,2013-02-26,2017-12-11,2034-08-22,2018-04-12,2014-08-28,"Kazi, Asimuddin|Resch, Jason K."
US11036392,B2,"Determining when to use convergent encryption","Pure Storage, Inc.",https://patentscout.innography.com/share/MU1lhajkWv5Ghyyvaivj6A%3D%3D,G06F01214000,G06F0003060400,713187000,2017-11-09,2021-06-15,2021-06-15,2013-02-26,2017-07-21,2035-03-18,2017-11-09,2014-08-28,"Resch, Jason K."
US20210286520,A1,"Moving data from a buffer to other storage","Pure Storage, Inc.",https://patentscout.innography.com/share/lv5lhAKzg5U7UxKRRCVN5A%3D%3D,G06F00306000,G06F0003060400,711004000,2021-09-16,2022-04-05,2021-09-16,2013-02-26,2021-06-02,2022-04-05,2017-11-09,2014-08-28,"Baptist, Andrew|Resch, Jason K."
US11294568,B2,"Moving data from a buffer to other storage","Pure Storage, Inc.",https://patentscout.innography.com/share/8sLmgBqZqjeMII9nwBUtMA%3D%3D,G06F01214000,G06F0003060400,713187000,2021-09-16,2022-04-05,2022-04-05,2013-02-26,2021-06-02,2034-01-13,2017-11-09,2014-08-28,"Baptist, Andrew|Resch, Jason K."
US20220187989,A1,"Managing write transactions using index","Pure Storage, Inc.",https://patentscout.innography.com/share/B_SRRGW5bb-xs4SAzP9F2A%3D%3D,G06F00306000,G06F0003060400,711004000,2022-06-16,,2022-06-16,2013-02-26,2022-03-04,2034-01-13,2022-06-16,2014-08-28,"Resch, Jason K.|Leggette, Wesley B.|Volvovski, Ilya"
