Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
CN105138286,A,"A mixing method using ssd and smr hard disk in the disk file system","Icloud Innovation (beijing) Technology Co., Ltd.",https://patentscout.innography.com/share/SrDzbdgv_9nw2RkUfxMygQ%3D%3D,G06F00306000,G06F0003060000,711004000,2015-12-09,,2015-12-09,2015-08-11,2015-08-11,2018-08-14,2015-12-09,2015-12-09,"Li, Weihua"
CN114153384,A,"Storage method and device of mixed cache","Yaoyun Technology (xi'an) Co., Ltd.",https://patentscout.innography.com/share/c9Zy31ZPsvAZ8eVCYh6heg%3D%3D,G06F00306000,G06F0003060400,711004000,2022-03-08,,2022-03-08,2021-11-09,2021-11-09,2023-12-19,2022-03-08,2022-03-08,"Yang, Zhu|Gao, Mingyang|Gu, Weiqing|Tang, Xianzhi|Wang, Jianli|Hao, Chen|Wu, Jun|Pan, Wenjie|Liu, Yinan|Ma, Mingzhen"
CN109445681,A,"Of the data storing method, device and storing system","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/fYruhgFwIQai3LUUQ_FWcQ%3D%3D,G06F00306000,G06F0003061900,711004000,2019-03-08,2021-05-11,2019-03-08,2018-08-27,2018-08-27,2021-05-11,2019-03-08,2019-03-08,"Wang, Ying|Zhao, Xiaobao"
US20210181992,A1,"Data storage method and apparatus, and storage system","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/Bw2CVrlgEe03roSipYhkIg%3D%3D,G06F00306000,G06F0003061900,711004000,2021-06-17,2024-06-11,2021-06-17,2018-08-27,2021-02-24,2024-06-11,2019-03-08,2019-03-08,"Wang, Ying|Zhao, Xiaobao"
US12008263,B2,"Garbage collection and data storage method and apparatus, and storage system","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/d0Zhws43R37_uEHdA3L9Yg%3D%3D,G06F00306000,G06F0003061900,711004000,2021-06-17,2024-06-11,2024-06-11,2018-08-27,2021-02-24,2041-02-23,2019-03-08,2019-03-08,"Wang, Ying|Zhao, Xiaobao"
CN109445703,A,"A Δ-compression storage assembly based on block-level data de-emphasis","Huanghuai University",https://patentscout.innography.com/share/Q7YWvSBODm3C41Qkyekzzg%3D%3D,G06F00306000,G06F0003060800,711004000,2019-03-08,2019-10-25,2019-03-08,2018-10-26,2018-10-26,2019-10-25,2019-03-08,2019-03-08,"Yang, Tianming|Tang, Zhen|Li, Jingfu|Wu, Haitao|Huang, Ping|Yang, Yi|Fan, Yihe"
CN109445703,B,"A Δ-compression storage component based on block-level data de-duplication of","Huanghuai University",https://patentscout.innography.com/share/KZRpGpTytAuXltUYjf1Xkw%3D%3D,G06F00306000,G06F0003060800,711004000,2019-03-08,2019-10-25,2019-10-25,2018-10-26,2018-10-26,2038-10-25,2019-03-08,2019-03-08,"Yang, Tianming|Tang, Zhen|Li, Jingfu|Wu, Haitao|Huang, Ping|Yang, Yi|Fan, Yihe"
CN114138193,A,"Data writing method, device and device of partition naming space solid hard disk","Zhengzhou Yunhai Information Technology Co., Ltd.",https://patentscout.innography.com/share/jN7bf7-TCVXjQbMPpJaYcQ%3D%3D,G06F00306000,G06F0003064400,711004000,2022-03-04,2024-03-26,2022-03-04,2021-11-25,2021-11-25,2024-03-26,2022-03-04,2022-03-04,"Qin, Wenzheng"
CN114138193,B,"Data writing method, device and device of partitioned naming space solid hard disk","Zhengzhou Yunhai Information Technology Limited Company",https://patentscout.innography.com/share/XHMpaM6_sdOG_LJGnUQw-w%3D%3D,G06F00306000,G06F0003064400,711004000,2022-03-04,2024-03-26,2024-03-26,2021-11-25,2021-11-25,2041-11-24,2022-03-04,2022-03-04,"Qin, Wenzheng"
CN109496300,A,"A garbage recycling method of storage medium, storage medium, and program product","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/SJGIXSNpUQt-M6BowwC7hg%3D%3D,G06F01202000,G06F0012024600,345543000,2019-03-19,2021-11-19,2019-03-19,2018-03-23,2018-03-23,2021-11-19,2019-03-19,2019-03-19,"Feng, Rui|Jia, Shengqian|Yang, Dingguo"
US11182079,B2,"Extended utilization area for a memory device","Memory Technologies LLC",https://patentscout.innography.com/share/UvzUq6o3u4ZuI_u7X2DxJg%3D%3D,G06F00306000,G06F0012145800,711004000,2020-07-09,2021-11-23,2021-11-23,2008-02-28,2020-03-20,2028-02-28,2009-09-03,2009-09-03,"Hyvonen, Jani|Mylly, Kimmo J.|Hakkinen, Jussi|Gyl, Yevgen"
US11494080,B2,"Extended utilization area for a memory device","Memory Technologies LLC",https://patentscout.innography.com/share/mnALYqn9unOOewcJoZlu8w%3D%3D,G06F00306000,G06F0012145800,711004000,2021-12-09,2022-11-08,2022-11-08,2008-02-28,2021-08-24,2028-02-28,2009-09-03,2009-09-03,"Hyvonen, Jani|Mylly, Kimmo J.|Hakkinen, Jussi|Gyl, Yevgen"
KR20250034818,A,"Host device generating block map information, method of operating the same, and method of operating electronic device including the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/Fz-9shlvsesFu0WT7hA2qA%3D%3D,G06F00306000,G06F0003060800,711004000,2025-03-11,,2025-03-11,2023-09-04,2023-09-04,2043-09-04,2025-03-04,2025-03-04,"Park, Daejun|Kim, Seokhwan|Song, Yonggil"
US20160026579,A1,"Storage controller and method for managing metadata operations in a cache","Avago Technologies General Ip (singapore) Pte. Ltd.",https://patentscout.innography.com/share/zfGIxAZfHzQVqc7X8rRj8g%3D%3D,G06F01212000,G06F0012089300,713340000,2016-01-28,,2016-01-28,2014-07-22,2014-07-22,2016-12-27,2016-01-28,2016-01-28,"Samanta, Sumanesh|Purkayastha, Suagata Das|Ish, Mark|Simionescu, Horia|Bert, Luca"
CN109582227,A,"Solid state disk write method, apparatus, computer apparatus, and storage medium","Shenzhen Unionmemory Information System Limited",https://patentscout.innography.com/share/uU4GjUTczMZ2VHajPGuS8w%3D%3D,G06F00306000,G06F0003061400,711004000,2019-04-05,2022-01-21,2019-04-05,2018-11-15,2018-11-15,2022-01-21,2019-04-05,2019-04-05,"Wang, Meng|Xu, Weihua"
KR20250039107,A,"Storage device synchronizing information about target zone and operating method of the storage device","Sk Hynix Inc.",https://patentscout.innography.com/share/9BvT3rJ4_DY3pUG3kCTL_A%3D%3D,G06F00306000,G06F0003061400,711004000,2025-03-20,,2025-03-20,2023-09-13,2023-09-13,2043-09-13,2025-03-13,2025-03-13,"Choi, Kyu Ho"
KR20250036521,A,"A storage device and a electronic system including the same storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/hRFLl371tHJnhraG8sr4iA%3D%3D,G06F01206000,G06F0012064600,345571000,2025-03-14,,2025-03-14,2023-09-07,2023-09-07,2043-09-07,2025-03-13,2025-03-13,"Kang, Nam Wook|Park, Youngjo"
US20190114255,A1,"Handling of unaligned sequential writes","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/lW78T_opQGRKmfK3TIUcxg%3D%3D,G06F01202000,G06F0012024600,345543000,2019-04-18,2019-10-01,2019-04-18,2017-10-18,2017-11-13,2019-10-01,2019-04-18,2019-04-18,"Jain, Vimal Kumar"
US10430330,B2,"Handling of unaligned sequential writes","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/XbGaVpZUnKhorNGNGGsjyQ%3D%3D,G06F01202000,G06F0012024600,345543000,2019-04-18,2019-10-01,2019-10-01,2017-10-18,2017-11-13,2038-04-14,2019-04-18,2019-04-18,"Jain, Vimal Kumar"
US20160034188,A1,"Input/output interceptor with intelligent flush control logic","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/5a7uN2ZQSk_lIk15dP1o-g%3D%3D,G06F00306000,G06F0003061000,711004000,2016-02-04,2016-11-15,2016-02-04,2014-07-31,2014-11-07,2016-11-15,2016-02-04,2016-02-04,"Bisht, Pradeep"
US9495102,B2,"Input/output (i/o) interceptor that re-orders a plurality of write i/o into combined with i/o with intelligent flush control logic","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/YE3CUJtbsKkocQD5c2H9_w%3D%3D,G06F00300000,G06F0003061000,708134000,2016-02-04,2016-11-15,2016-11-15,2014-07-31,2014-11-07,2035-05-15,2016-02-04,2016-02-04,"Bisht, Pradeep"
CN110187851,A,"Ink jet printer data processing method, device, apparatus, and storage medium","Senda (shenzhen) Technology Co., Ltd.",https://patentscout.innography.com/share/vH0L4JUA2gFGC1QYwY1fJA%3D%3D,G06F00312000,G06F0003121100,235432000,2019-08-30,2021-06-15,2019-08-30,2019-05-25,2019-05-25,2021-06-15,2019-08-30,2019-04-12,"Zeng, Liqun|Mei, Ming|Chen, Yan"
CN111373381,A,"The main machine in the managed nand device acceleration operation","Micron Technology Inc.",https://patentscout.innography.com/share/GNvdReXq5xSiXYrXy3ZbqA%3D%3D,G06F01202000,G06F0003065900,345543000,2020-07-03,2021-10-26,2020-07-03,2017-10-23,2018-10-09,2021-10-26,2019-04-25,2019-04-25,"Jean, Sebastien Andre"
US10228854,B2,"Storage devices and methods for optimizing use of storage devices based on storage device parsing of file system metadata in host write operations","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/j8i3Ktj1QRJ27J7ZAFWCGQ%3D%3D,G06F01202000,G06F0003060800,345543000,2016-02-25,2019-03-12,2019-03-12,2014-08-20,2014-11-26,2034-09-28,2016-02-25,2016-02-25,"Romanovsky, Leonid|Hahn, Judah Gamliel|Meza, Joseph Robert|Tuers, Daniel E"
US20220100652,A1,"Method and apparatus for simplifying garbage collection operations in host-managed drives","Alibaba Group Holding Limited",https://patentscout.innography.com/share/_nGdAbLcXSlYlqUmuD8V6A%3D%3D,G06F01202000,G06F0012025300,345543000,2022-03-31,,2022-03-31,2020-09-28,2020-09-28,2022-06-15,2022-03-31,2022-03-31,"Liu, Fei|Qiu, Sheng"
US20250103499,A1,"Host management of flash memory with shared write buffer","Qualcomm Incorporated",https://patentscout.innography.com/share/hSQg2rCF899j589o_IuPeg%3D%3D,G06F01208400,G06F0012024600,713340000,2025-03-27,,2025-03-27,2023-09-22,2023-09-22,2043-09-22,2025-03-27,2025-03-27,"Akavaram, Santhosh Reddy|Bharath Sai Varma, Chintalapati|Srivastava, Prakhar|Vuong, Hung|Sepuri, Ravi Kumar"
US20250103232,A1,"Write throughput improvement of flash memory device","Qualcomm Incorporated",https://patentscout.innography.com/share/1g3365Q1f8e_ER_x2ZFJUA%3D%3D,G06F00306000,G06F0003061000,711004000,2025-03-27,2025-07-01,2025-03-27,2023-09-22,2023-09-22,2025-07-01,2025-03-27,2025-03-27,"Boenapalli, Madhu Yashwanth|Sreeram, Sai Praneeth|Paravada, Surendra"
KR20200067962,A,"Method and apparatus for writing data into solid state disk","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/Z_QJ6Rjy8j12SMioBp4e0Q%3D%3D,G06F00306000,G06F0003061600,711004000,2020-06-15,,2020-06-15,2014-12-12,2015-12-23,2035-12-23,2015-03-04,2015-03-04,"Yang, Fei|Dou, Kun|Chen, Siyu|Tang, Haibo|Li, Na|Hou, Mengwei|Duan, Mingli"
US20160070644,A1,"Offset range operation striping to improve concurrency of execution and reduce contention among resources","Netapp, Inc.",https://patentscout.innography.com/share/GP-QwB8nikO655VsELzcRA%3D%3D,G06F01202000,G06F0003068800,345543000,2016-03-10,,2016-03-10,2014-09-10,2014-09-10,2019-09-04,2016-03-10,2016-03-10,"D'sa, Janice|Pundir, Anshul|Krishnamachari, Srinath|Zheng, Ling|Kimmel, Jeffrey S."
US11782624,B2,"Worflow-based partition allocation","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/B-YnvdUiTYE-KPAnqTssYg%3D%3D,G06F00306000,G06F0003061000,711004000,2022-04-07,2023-10-10,2023-10-10,2020-10-06,2021-02-04,2041-02-04,2022-04-07,2022-04-07,"Yang, Zhengyu|Davis, Bridget Molly|Kim, Daniel|Wong, Jeffrey Chun Hung|Maruf, Adnan"
CN110096217,A,"Re-locating end of life data from the storage drive in a data storage system using raid mapping technology","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/VjAOOQk27Hc3PpWQSk676g%3D%3D,G06F00306000,G06F0003061000,711004000,2019-08-06,2022-05-27,2019-08-06,2018-01-31,2018-01-31,2022-05-27,2019-05-14,2019-05-14,"Gong, Shaoqin|Qingyun, Liu|Sun, Lei|Kang, Jianbin|Gao, Jian"
CN105426130,A,"Mail fast processing method","Sichuan Cinghoo Technology Co., Ltd.",https://patentscout.innography.com/share/fTljTnnkiuWkwK9NRmPipw%3D%3D,G06F00306000,G06F0003061000,711004000,2016-03-23,2018-06-29,2016-03-23,2015-11-19,2015-11-19,2018-06-29,2016-03-23,2016-03-23,"Chen, Hongyu|Luo, Yang|Miao, Ning"
CN105426130,B,"E-mail processing method","Sichuan Cinghoo Technology Co., Ltd.",https://patentscout.innography.com/share/fC0f0we1onIXPsx2JiAnIg%3D%3D,G06F00306000,G06F0003061000,711004000,2016-03-23,2018-06-29,2018-06-29,2015-11-19,2015-11-19,2035-11-18,2016-03-23,2016-03-23,"Chen, Hongyu|Luo, Yang|Miao, Ning"
CN109739436,A,"Raid reconstruction method, storage medium and device","Henan Chuangxinke Information Technology Co., Ltd.",https://patentscout.innography.com/share/cdY2PFfqvYQHwPUkWkVPhA%3D%3D,G06F00306000,G06F0003060000,711004000,2019-05-10,,2019-05-10,2018-12-19,2018-12-19,2022-12-30,2019-05-10,2019-05-10,"Zhang, Gongmin"
CN109739775,A,"Flash memory conversion layer based on multi-stage locked mixed garbage recycling method","Beihang University",https://patentscout.innography.com/share/Djqru5xK2_6Xeycf5vU4HA%3D%3D,G06F01202000,G06F0012020000,345543000,2019-05-10,,2019-05-10,2018-11-20,2018-11-20,2022-08-19,2019-05-10,2019-05-10,"Ruan, Li|Ding, Shuxun|Xiao, Limin|Su, Shubin|Li, Anghong|Yin, Chengtao"
CN109743656,A,"Intelligent sports earphone based on eeg and realizing method and system thereof","Nanjing University Of Posts And Telecommunications",https://patentscout.innography.com/share/UeQEnl--pV9bl9XRuFnrKw%3D%3D,H04R00110000,G06F0003010000,381074000,2019-05-10,2023-04-11,2019-05-10,2019-03-15,2019-03-15,2023-04-11,2019-05-10,2019-05-10,"Du, Anming|Cheng, Kun|Huang, Haiping|Hu, Linkang|Hu, Zhenchao|Liu, Yongshuang|Li, Jiadong|Li, Xinxiang"
CN109743656,B,"Intelligent sports earphone based on electroencephalogram and realizing method and system thereof","Nanjing University Of Posts And Telecommunications",https://patentscout.innography.com/share/7x4dvnu1k5hCSAJk_F4w3Q%3D%3D,H04R00110000,G06F0003010000,381074000,2019-05-10,2023-04-11,2023-04-11,2019-03-15,2019-03-15,2039-03-14,2019-05-10,2019-05-10,"Du, Anming|Huang, Haiping|Xiao, Fu|Cheng, Kun|Wang, Ruchuan|Sha, Chao|Li, Jiadong|Li, Xinxiang"
US20220113885,A1,"Calibration apparatus and method for data communication in a memory system","Sk Hynix Inc.",https://patentscout.innography.com/share/J3z3w8c8ZepXlP4TrsH0aQ%3D%3D,G06F00306000,G06F0003067900,711004000,2022-04-14,2024-01-02,2022-04-14,2020-10-13,2021-03-12,2024-01-02,2022-04-14,2022-04-14,"Jeon, Duk Joon"
KR20220048569,A,"Apparatus and method for controlling storage in a memory system","Sk Hynix Inc.",https://patentscout.innography.com/share/ZYMcQYc3W3n9rrCp4MzoEA%3D%3D,G06F01202000,G06F0003067900,345543000,2022-04-20,,2022-04-20,2020-10-13,2020-10-13,2040-10-13,2022-04-14,2022-04-14,"Jeon, Duk Joon"
US11861189,B2,"Calibration apparatus and method for data communication in a memory system","Sk Hynix Inc.",https://patentscout.innography.com/share/mw2IYgVPhxN89Gi-aaAKJQ%3D%3D,G06F00306000,G06F0003067900,711004000,2022-04-14,2024-01-02,2024-01-02,2020-10-13,2021-03-12,2041-08-30,2022-04-14,2022-04-14,"Jeon, Duk Joon"
US20150026390,A1,"Garbage collection control method for solid state drive","Lite-on Technology Corporation",https://patentscout.innography.com/share/jsxxOrUdrgW5dkuSSfMmBw%3D%3D,G06F01202000,G06F0012024600,711103000,2015-01-22,,2015-01-22,2013-07-17,2013-09-16,2016-06-03,2015-01-21,2015-01-21,"Li, Chia-lun"
CN104298606,A,"Garbage collection operation in the solid-state storage device control method","Lite-on It Corporation",https://patentscout.innography.com/share/HaRbyaNZp4K8WKn8_xz6PA%3D%3D,G06F01202000,G06F0012024600,345543000,2015-01-21,,2015-01-21,2013-07-17,2013-07-17,2017-11-24,2015-01-21,2015-01-21,"Li, Jialun"
CN119828954,A,"Data storage method, device and storage medium","Hangzhou Ali Yuntian Information Technology Co., Ltd.",https://patentscout.innography.com/share/Dovi2w6Hxvd6yn-Jm4HSwA%3D%3D,G06F00306000,G06F0003060000,711004000,2025-04-15,,2025-04-15,2023-10-12,2023-10-12,2043-10-12,2025-04-15,2025-04-15,"Li, Shu|Li, Yiheng"
US20160124844,A1,"Data storage device and flash memory control method","Silicon Motion, Inc.",https://patentscout.innography.com/share/21bQ2Q7KYxOhPTpS7q1dQQ%3D%3D,G06F01202000,G06F0012024600,345543000,2016-05-05,,2016-05-05,2014-10-31,2015-07-17,2018-07-16,2016-05-01,2016-05-01,"Chang, Yi-kang"
US20220129158,A1,"Multi-namespace storage device, electronic system including the storage device, and method of operating the storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/TIzWf3mhhG9_UmV_rGHm-g%3D%3D,G06F00306000,G06F0012023000,711004000,2022-04-28,2023-07-11,2022-04-28,2020-10-23,2021-07-22,2023-07-11,2022-04-28,2022-04-28,"Kim, Hyun-jin"
KR20220053808,A,"Multi-namespace storage device, electronic system including the same storage device and the mehod of operating the same storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/UHkHajCKi-gaS_mjgSD0xA%3D%3D,G06F01202000,G06F0012023000,345543000,2022-05-02,,2022-05-02,2020-10-23,2020-10-23,2040-10-23,2022-04-28,2022-04-28,"Kim, Hyun Jin"
CN114490427,A,"Multi-name space storage device and operation method thereof, and multi-name space electronic system","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/ySt3K4zq-kOvH-OCJjVhkA%3D%3D,G06F01202000,G06F0012023000,345543000,2022-05-13,,2022-05-13,2020-10-23,2021-09-28,2041-09-28,2022-04-28,2022-04-28,"Kim, Hyun-jin"
US11698738,B2,"Multi-namespace storage device, electronic system including the storage device, and method of operating the storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/b6xDfRNdFnxCcjzLstIe7w%3D%3D,G06F00306000,G06F0012023000,711004000,2022-04-28,2023-07-11,2023-07-11,2020-10-23,2021-07-22,2041-08-26,2022-04-28,2022-04-28,"Kim, Hyun-jin"
CN109828931,A,"A dram management method and device thereof","Shenzhen Unionmemory Information System Limited",https://patentscout.innography.com/share/bX-EY_gaBCN6gMu2NzmiKQ%3D%3D,G06F01202000,G06F0012020000,345543000,2019-05-31,2020-12-01,2019-05-31,2019-01-25,2019-01-25,2020-12-01,2019-05-31,2019-05-31,"Dong, Huaiyu|Zhang, Peng|Li, Xiangjin|Wang, Hongwei"
US20220137844,A1,"Lossless namespace metadata management system","Seagate Technology LLC",https://patentscout.innography.com/share/bdWblSZrfCLe25fd16DkIQ%3D%3D,G06F00306000,G06F0003063400,711004000,2022-05-05,2024-02-13,2022-05-05,2020-10-29,2021-10-29,2024-02-13,2022-05-05,2022-05-05,"Goss, Ryan J.|Claude, David W.|Benjamin, Daniel J.|Spencer, Thomas V.|Lovell, Matthew B."
US20220138096,A1,"Memory system","Sk Hynix Inc.",https://patentscout.innography.com/share/01DZaaJxuUWCNbXrN1mZ3g%3D%3D,G06F01202000,G06F0003065800,345543000,2022-05-05,2023-01-31,2022-05-05,2020-11-05,2021-03-30,2023-01-31,2022-05-05,2022-05-05,"Kang, Hye Mi"
KR20220060790,A,"Memory system","Sk Hynix Inc.",https://patentscout.innography.com/share/Y7x7Wzz7MAd8wCa_bnR74w%3D%3D,G06F01210090,G06F0003065800,713340000,2022-05-12,,2022-05-12,2020-11-05,2020-11-05,2040-11-05,2022-05-05,2022-05-05,"Hye, Mi Kang"
CN114527931,A,"Memory system","Sk Hynix Inc.",https://patentscout.innography.com/share/XHmuylTtAQKvH5H3VBEtag%3D%3D,G06F00306000,G06F0003065800,711004000,2022-05-24,,2022-05-24,2020-11-05,2021-06-08,2023-08-18,2022-05-05,2022-05-05,"Kang, Hye Mi"
US11567860,B2,"Memory system for updating mapping information","Sk Hynix Inc.",https://patentscout.innography.com/share/7IBZr4Dm76ehzVCMRc8rEQ%3D%3D,G06F01202000,G06F0003065800,345543000,2022-05-05,2023-01-31,2023-01-31,2020-11-05,2021-03-30,2041-03-30,2022-05-05,2022-05-05,"Kang, Hye Mi"
US11853202,B2,"Memory system performing garbage collection operation by exchanging information related to garbage collection with host and method of operating the memory system","Sk Hynix Inc.",https://patentscout.innography.com/share/iRVyvkuzthlSFnqV51nt5g%3D%3D,G06F01202000,G06F0012025300,345543000,2022-05-05,2023-12-26,2023-12-26,2020-11-02,2021-05-04,2041-05-13,2022-05-05,2022-05-05,"Kang, Hye Mi"
US12189526,B2,"Memory system performing garbage collection operation by exchanging information related to garbage collection with host and method of operating the memory system","Sk Hynix Inc.",https://patentscout.innography.com/share/T5gzBNEs3DbJpCFVgjMkcA%3D%3D,G06F01202000,G06F0012025300,345543000,2024-03-14,2025-01-07,2025-01-07,2020-11-02,2023-11-13,2041-05-04,2022-05-05,2022-05-05,"Kang, Hye Mi"
US20220156000,A1,"Data aggregation in zns drive","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/kPw1M4rE73el63duzyXrSQ%3D%3D,G06F00306000,G06F0012024600,711004000,2022-05-19,2023-03-07,2022-05-19,2020-11-16,2021-02-24,2023-03-07,2022-05-17,2022-05-17,"Inbar, Karin|Benisty, Shay"
CN114510434,A,"Data aggregation in zns driver","Western Digital Technologies Inc.",https://patentscout.innography.com/share/NCEqAWgV07xebQhSoflHtw%3D%3D,G06F01202000,G06F0012024600,345543000,2022-05-17,,2022-05-17,2020-11-16,2021-06-10,2041-06-10,2022-05-17,2022-05-17,"Inbar, Karin|Benisty, Silvia"
KR20220066814,A,"Data aggregation in zns drive","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/ZjlX52s8vRB6lBIpX0nnlw%3D%3D,G06F01202000,G06F0012024600,345543000,2022-05-24,2024-05-03,2022-05-24,2020-11-16,2021-06-14,2024-05-03,2022-05-17,2022-05-17,"Karin, Inbar|Shay, Benisty"
US11599304,B2,"Data aggregation in zns drive","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/Hnnvo0Az0l-Ty4z0XnCP6w%3D%3D,G06F00300000,G06F0012024600,708134000,2022-05-19,2023-03-07,2023-03-07,2020-11-16,2021-02-24,2041-02-24,2022-05-17,2022-05-17,"Inbar, Karin|Benisty, Shay"
KR102663302,B1,"Data aggregation in zns drive","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/IqEoYHLZmWqediUv7pLCow%3D%3D,G06F01202000,G06F0012024600,345543000,2022-05-24,2024-05-03,2024-05-03,2020-11-16,2021-06-14,2041-06-14,2022-05-17,2022-05-17,"Inbar, Karin|Benisty, Shay"
US20160188221,A1,"Systems and methods for managing storage endurance","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/j4Dge0kChAnTeR54aVKK0A%3D%3D,G06F00306000,G06F0003061100,711004000,2016-06-30,2017-09-19,2016-06-30,2014-12-30,2015-03-18,2017-09-19,2016-06-30,2016-06-30,"Janik, Gary"
US9766819,B2,"Systems and methods for managing storage endurance","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/CRMowPHZFrHn94CSBZlh5A%3D%3D,G06F01200000,G06F0003061100,710244000,2016-06-30,2017-09-19,2017-09-19,2014-12-30,2015-03-18,2035-03-18,2016-06-30,2016-06-30,"Janik, Gary"
US20190220416,A1,"Data storage apparatus and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/MjSqREIeoksoNUhq0A3sFA%3D%3D,G06F01210090,G06F0012029200,713340000,2019-07-18,2020-05-26,2019-07-18,2018-01-16,2018-08-23,2020-05-26,2019-07-18,2019-07-18,"Jung, In-hwa|Park, Byeong Gyu|Cho, Young Ick"
KR20190087217,A,"Data storage device and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/EGuclfnBZ7cINJgp885K_w%3D%3D,G06F01202000,G06F0012029200,713340000,2019-07-24,,2019-07-24,2018-01-16,2018-01-16,2038-01-16,2019-07-18,2019-07-18,"Jung, In-hwa|Park, Byeong Gyu|Cho, Young Ick"
US10664409,B2,"Data storage apparatus utilizing sequential map entry for responding to read request and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/BjMjhCVe1PFkt3HU-_3Cag%3D%3D,G06F01210090,G06F0012029200,713340000,2019-07-18,2020-05-26,2020-05-26,2018-01-16,2018-08-23,2038-09-14,2019-07-18,2019-07-18,"Jung, In|Park, Byeong Gyu|Cho, Young Ick"
US20130036262,A1,"Apparatus, system, and method for testing physical regions in a solid-state storage device","Sandisk Technologies LLC",https://patentscout.innography.com/share/Bp6K9ux9nJTaPLdDogjvzg%3D%3D,G06F01200000,G06F0003061600,711103000,2013-02-07,2014-05-13,2013-02-07,2008-11-10,2012-09-24,2014-05-13,2010-05-13,2010-05-13,"Flynn, David|Thatcher, Jonathan|Aune, Joshua|Wood, Robert Barry"
US8725938,B2,"Apparatus, system, and method for testing physical regions in a solid-state storage device","Sandisk Technologies LLC",https://patentscout.innography.com/share/iGrTik8iYNUT9gxmqSNRkw%3D%3D,G06F01216000,G06F0003061600,711103000,2013-02-07,2014-05-13,2014-05-13,2008-11-10,2012-09-24,2022-05-13,2010-05-13,2010-05-13,"Flynn, David|Thatcher, Jonathan|Aune, Joshua|Wood, Robert Barry"
CN108710472,A,"For storing wear balance management method and a distributed storage system unit is","Peking University Shenzhen Graduate School; Pku-hkust Shenzhen-hongkong Institution",https://patentscout.innography.com/share/YIVEqt9BUKvVWjcQTgfuJA%3D%3D,G06F00306000,G06F0003061000,711004000,2018-10-26,,2018-10-26,2018-04-27,2018-04-27,2023-04-14,2018-10-26,2018-10-26,"Li, Dagang|Zheng, Jingwei|Chen, Shiyan|Lin, Xinnan"
CN114546295,A,"Intelligent and device for distributing and writing based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/dGjQQsRkEK6IqwIMctiqAA%3D%3D,G06F00306000,G06F0003062900,711004000,2022-05-27,2022-07-01,2022-05-27,2022-04-25,2022-04-25,2022-07-01,2022-05-27,2022-05-27,"Liu, Liechao|Liu, Xingbin"
CN114546295,B,"Intelligent writing distribution method and device based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/vAuKvDZnHZgMQXrmb2S5zw%3D%3D,G06F00306000,G06F0003062900,711004000,2022-05-27,2022-07-01,2022-07-01,2022-04-25,2022-04-25,2042-04-24,2022-05-27,2022-05-27,"Liu, Liechao|Liu, Xingbin"
CN114546296,A,"Full flash memory system and address mapping method based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/Xk7Og3NJkwzx6wv-n3lepQ%3D%3D,G06F00306000,G06F0003067900,711004000,2022-05-27,2022-07-01,2022-05-27,2022-04-25,2022-04-25,2022-07-01,2022-05-27,2022-05-27,"Liu, Liechao|Liu, Xingbin"
